meanOpts,sdOpts,rmse_cc,coverage_cc,mape_cc,rmse_h,coverage_h,mape_h
0.5,0.5,0.10272542391611714,0.6535433070866141,0.07537354555320164,NA,NA,NA
0.5,1,0.10325111912036007,0.6535433070866141,0.07567982409765965,NA,NA,NA
0.5,1.5,0.1040190023481095,0.6535433070866141,0.07615236845515194,NA,NA,NA
0.5,2,0.10472011979772455,0.6456692913385826,0.07658355651769311,NA,NA,NA
0.5,2.5,0.1053320610147291,0.6456692913385826,0.0769605519969387,NA,NA,NA
0.5,3,0.10571632364854287,0.6456692913385826,0.07719740798170949,NA,NA,NA
0.5,3.5,0.10611133953819708,0.6456692913385826,0.07743557431387631,NA,NA,NA
0.5,4,0.1063859871765061,0.6456692913385826,0.07760556855480363,NA,NA,NA
0.5,4.5,0.1065937914161176,0.6456692913385826,0.0777368657633742,NA,NA,NA
0.5,5,0.10671407709705756,0.6456692913385826,0.07781257647390721,NA,NA,NA
0.5,5.5,0.10689696715061718,0.6456692913385826,0.0779269982272887,NA,NA,NA
0.5,6,0.1070138579874216,0.6456692913385826,0.07799886828634023,NA,NA,NA
0.5,6.5,0.10711859840516787,0.6377952755905512,0.07806371858769233,NA,NA,NA
0.5,7,0.10715983298754551,0.6377952755905512,0.07808804937995441,NA,NA,NA
0.5,7.5,0.1072782485940321,0.6377952755905512,0.07816069214564636,NA,NA,NA
0.5,8,0.10727093879886465,0.6377952755905512,0.07815688026913163,NA,NA,NA
0.5,8.5,0.10733162189322004,0.6377952755905512,0.07819468716528541,NA,NA,NA
0.5,9,0.10739112581715939,0.6377952755905512,0.0782302461862995,NA,NA,NA
0.5,9.5,0.1073899543225695,0.6377952755905512,0.07823090385871731,NA,NA,NA
0.5,10,0.10743842578634867,0.6377952755905512,0.07825712762822366,NA,NA,NA
1,0.5,0.0964875861583646,0.753968253968254,0.07162010078828726,NA,NA,NA
1,1,0.09690231796241965,0.746031746031746,0.07188634675110696,NA,NA,NA
1,1.5,0.09747101909369692,0.746031746031746,0.07230030151411726,NA,NA,NA
1,2,0.09812750185207651,0.7301587301587301,0.07280329049203207,NA,NA,NA
1,2.5,0.10134252684614778,0.6850393700787402,0.07446868317952686,NA,NA,NA
1,3,0.10218568095857013,0.6771653543307087,0.074980656362112,NA,NA,NA
