meanOpts,sdOpts,rmse_cc,coverage_cc,mape_cc,rmse_h,coverage_h,mape_h
3,5.5,0.1663751333119236,0.549618320610687,0.10872815063579763,NA,NA,NA
3,6,0.16809709265079373,0.5572519083969466,0.10964591360783184,NA,NA,NA
3,6.5,0.1732745387993569,0.5378787878787878,0.11179185904299403,NA,NA,NA
3,7,0.17450497904422102,0.5454545454545454,0.11257650811012146,NA,NA,NA
3,7.5,0.17546482602906968,0.5454545454545454,0.11320373904797222,NA,NA,NA
3,8,0.17625267359141422,0.5454545454545454,0.11372146337970912,NA,NA,NA
3,8.5,0.1769051389890447,0.5454545454545454,0.11414174213431608,NA,NA,NA
3,9,0.1774342682043967,0.5454545454545454,0.11450196698678444,NA,NA,NA
3,9.5,0.17791541683536963,0.5454545454545454,0.114821680803478,NA,NA,NA
3,10,0.17831494572563314,0.5454545454545454,0.1150757624857956,NA,NA,NA
3.5,0.5,0.12058372748408301,0.5813953488372093,0.08480972762931795,NA,NA,NA
3.5,1,0.12229592079986583,0.5736434108527132,0.08567368759937657,NA,NA,NA
3.5,1.5,0.1250454491519151,0.5813953488372093,0.0872641506428438,NA,NA,NA
3.5,2,0.12839100335462006,0.5813953488372093,0.089339390355932,NA,NA,NA
3.5,2.5,0.13198886513323532,0.5658914728682171,0.09144598566342868,NA,NA,NA
3.5,3,0.13560138899789795,0.5736434108527132,0.09349514653527068,NA,NA,NA
3.5,3.5,0.1435381277610919,0.5769230769230769,0.09679444712261226,NA,NA,NA
3.5,4,0.14726938317200222,0.5692307692307692,0.0987330996296757,NA,NA,NA
3.5,4.5,0.1507100571515202,0.5692307692307692,0.10053637817401358,NA,NA,NA
3.5,5,0.15348340936640778,0.5692307692307692,0.10207178783274426,NA,NA,NA
3.5,5.5,0.16156756471136294,0.549618320610687,0.10571816949150048,NA,NA,NA
3.5,6,0.16384559337091856,0.5572519083969466,0.10702584315966202,NA,NA,NA
3.5,6.5,0.16580363106281043,0.5572519083969466,0.10813106838422411,NA,NA,NA
3.5,7,0.16747126788281544,0.5572519083969466,0.10906192952606926,NA,NA,NA
3.5,7.5,0.172907067681126,0.5378787878787878,0.11131122545428578,NA,NA,NA
3.5,8,0.1740241242740662,0.5378787878787878,0.1120464352361819,NA,NA,NA
3.5,8.5,0.1749563622671597,0.5378787878787878,0.11267537448807259,NA,NA,NA
3.5,9,0.17573452780362256,0.5378787878787878,0.11320877063796658,NA,NA,NA
3.5,9.5,0.1763881829288688,0.5378787878787878,0.11365119758685079,NA,NA,NA
3.5,10,0.17696257959077114,0.5378787878787878,0.11404351669735052,NA,NA,NA
4,0.5,0.11260613443695937,0.5703125,0.08053097871802944,NA,NA,NA
4,1,0.11414960185491481,0.5703125,0.0814316082615642,NA,NA,NA
4,1.5,0.11637126116558708,0.5859375,0.08277588474795719,NA,NA,NA
4,2,0.11904399535205336,0.59375,0.08450892861100143,NA,NA,NA
4,2.5,0.12452547067536474,0.5813953488372093,0.08703769306703646,NA,NA,NA
4,3,0.1282965515363388,0.5813953488372093,0.08914685596205002,NA,NA,NA
4,3.5,0.13203413263457206,0.5891472868217055,0.09116250689750259,NA,NA,NA
4,4,0.13547398291822438,0.5813953488372093,0.09305288179915944,NA,NA,NA
4,4.5,0.144387229117805,0.5692307692307692,0.09680346109160994,NA,NA,NA
4,5,0.14765236590777747,0.5692307692307692,0.09852769731838719,NA,NA,NA
4,5.5,0.15056077374467666,0.5769230769230769,0.1000773357776117,NA,NA,NA
4,6,0.15307776665107467,0.5692307692307692,0.10151000397587347,NA,NA,NA
4,6.5,0.16149688068386567,0.5572519083969466,0.10537611504357391,NA,NA,NA
4,7,0.1635266514590018,0.5572519083969466,0.10655142934776002,NA,NA,NA
4,7.5,0.1653086995355451,0.5572519083969466,0.10760753742266445,NA,NA,NA
4,8,0.16686999239784736,0.5572519083969466,0.10849755409925063,NA,NA,NA
4,8.5,0.16813599775619928,0.5572519083969466,0.1092453990341262,NA,NA,NA
4,9,0.1736649041113764,0.5378787878787878,0.11161553953081993,NA,NA,NA
4,9.5,0.1745622400227119,0.5378787878787878,0.11223788077945726,NA,NA,NA
4,10,0.17530692599536177,0.5378787878787878,0.11274796140238529,NA,NA,NA
4.5,0.5,0.10525105085508064,0.6015625,0.0763468698743431,NA,NA,NA
4.5,1,0.10676223437107871,0.59375,0.07718837816452075,NA,NA,NA
4.5,1.5,0.10911522882497719,0.6171875,0.07852065962419963,NA,NA,NA
4.5,2,0.1120293833306524,0.6171875,0.08040429232436432,NA,NA,NA
4.5,2.5,0.11505884105741565,0.6015625,0.08226687177811798,NA,NA,NA
4.5,3,0.11810278022241615,0.609375,0.08405047236190709,NA,NA,NA
4.5,3.5,0.12098051611893922,0.6015625,0.0856523021625729,NA,NA,NA
4.5,4,0.128889273543295,0.5891472868217055,0.08908594559581144,NA,NA,NA
4.5,4.5,0.13235734476297686,0.5891472868217055,0.09091418973733092,NA,NA,NA
4.5,5,0.13540987913919308,0.5813953488372093,0.09259013973558042,NA,NA,NA
4.5,5.5,0.13823197534060014,0.5736434108527132,0.09405806874567266,NA,NA,NA
4.5,6,0.14785688521853138,0.5769230769230769,0.09830113882279871,NA,NA,NA
4.5,6.5,0.15051279774180043,0.5769230769230769,0.09974974553226973,NA,NA,NA
4.5,7,0.15276732302778379,0.5769230769230769,0.1010484760480595,NA,NA,NA
4.5,7.5,0.16148194109553857,0.549618320610687,0.10510421773090474,NA,NA,NA
4.5,8,0.16329548865979437,0.5419847328244275,0.10618555016501571,NA,NA,NA
4.5,8.5,0.16492093132420996,0.5572519083969466,0.10714890343747625,NA,NA,NA
4.5,9,0.16631968473610884,0.5572519083969466,0.10799598983322244,NA,NA,NA
4.5,9.5,0.1675544652454759,0.5572519083969466,0.10871537048230724,NA,NA,NA
4.5,10,0.17331785863974933,0.5378787878787878,0.11120769080921053,NA,NA,NA
5,0.5,0.0987968014786172,0.6220472440944882,0.07308406991160118,NA,NA,NA
5,1,0.10015000020481436,0.6299212598425197,0.07384984512084121,NA,NA,NA
5,1.5,0.10215557277160435,0.6377952755905512,0.07497347739091159,NA,NA,NA
5,2,0.10445775789595346,0.6377952755905512,0.07648607108170367,NA,NA,NA
5,2.5,0.10680387147253996,0.6377952755905512,0.07809551696004087,NA,NA,NA
5,3,0.11181688774809548,0.625,0.08040099095005325,NA,NA,NA
5,3.5,0.11491513919769339,0.625,0.08210947492823849,NA,NA,NA
5,4,0.11800163999059644,0.609375,0.08378299357422342,NA,NA,NA
5,4.5,0.12063093095351571,0.6015625,0.08521623018943876,NA,NA,NA
5,5,0.12961845149787182,0.5891472868217055,0.08908678641282171,NA,NA,NA
5,5.5,0.13266772423692164,0.5891472868217055,0.09069228254575712,NA,NA,NA
5,6,0.13540651077172938,0.5813953488372093,0.09218382142657361,NA,NA,NA
5,6.5,0.13805747929829743,0.5813953488372093,0.09361461194289468,NA,NA,NA
5,7,0.1481300717481264,0.5692307692307692,0.09817112828224192,NA,NA,NA
5,7.5,0.15040444624908647,0.5692307692307692,0.09941478710649553,NA,NA,NA
5,8,0.1525327116366164,0.5692307692307692,0.10067389169946621,NA,NA,NA
5,8.5,0.15439741664461823,0.5615384615384615,0.1017618760140509,NA,NA,NA
5,9,0.16308951620544718,0.5419847328244275,0.10586252174946577,NA,NA,NA
5,9.5,0.16460200875059536,0.549618320610687,0.10677299800756385,NA,NA,NA
5,10,0.16590142272084266,0.549618320610687,0.10755102610794351,NA,NA,NA
5.5,0.5,0.09645189033892497,0.640625,0.07173412128195393,NA,NA,NA
5.5,1,0.09777678705929117,0.640625,0.07252359413855262,NA,NA,NA
5.5,1.5,0.09980182607033757,0.6328125,0.07378346636297482,NA,NA,NA
5.5,2,0.10230980789429427,0.65625,0.0753168499628343,NA,NA,NA
5.5,2.5,0.10137863987910439,0.6535433070866141,0.07470625571726607,NA,NA,NA
5.5,3,0.1037839093656224,0.6456692913385826,0.07621119052959949,NA,NA,NA
5.5,3.5,0.1060511943167578,0.6535433070866141,0.07763633331956428,NA,NA,NA
5.5,4,0.10817022164316961,0.6456692913385826,0.07890537589258213,NA,NA,NA
5.5,4.5,0.11514004949323442,0.6171875,0.08195708883757429,NA,NA,NA
5.5,5,0.11781839075838944,0.6015625,0.08340732475156626,NA,NA,NA
5.5,5.5,0.12045524404520852,0.6015625,0.08482477334052947,NA,NA,NA
5.5,6,0.12286294144467708,0.609375,0.08606637680376417,NA,NA,NA
5.5,6.5,0.13294618857307655,0.5968992248062015,0.09050141481207845,NA,NA,NA
5.5,7,0.1354275768329808,0.5813953488372093,0.09189502730126972,NA,NA,NA
5.5,7.5,0.1378439918046253,0.5813953488372093,0.093230240044331,NA,NA,NA
5.5,8,0.14825325807741688,0.5615384615384615,0.09798431975069191,NA,NA,NA
5.5,8.5,0.15036003332329,0.5615384615384615,0.09915849967759682,NA,NA,NA
5.5,9,0.15228380327747926,0.5692307692307692,0.10032123896066918,NA,NA,NA
5.5,9.5,0.15399624987919094,0.5692307692307692,0.10134168228015517,NA,NA,NA
5.5,10,0.16287752677427883,0.5343511450381679,0.1055378403606828,NA,NA,NA
6,0.5,0.09165483003567741,0.7559055118110236,0.06865763269720614,NA,NA,NA
6,1,0.09280785624003728,0.7637795275590551,0.06941607509528254,NA,NA,NA
6,1.5,0.09452075972019854,0.7401574803149606,0.07050524729272464,NA,NA,NA
6,2,0.0964597970716756,0.7244094488188977,0.07181141432510693,NA,NA,NA
6,2.5,0.09840504262641529,0.6929133858267716,0.07327905149135025,NA,NA,NA
6,3,0.1001810543142177,0.6850393700787402,0.07461215159569347,NA,NA,NA
6,3.5,0.10488951188127704,0.6640625,0.07698301443871321,NA,NA,NA
6,4,0.10344765303909031,0.6692913385826772,0.07593818626617918,NA,NA,NA
6,4.5,0.10546606979721526,0.6614173228346457,0.07709977206572198,NA,NA,NA
6,5,0.10752966857206464,0.6535433070866141,0.07826920051915182,NA,NA,NA
6,5.5,0.11538855463237253,0.625,0.08181233850612055,NA,NA,NA
6,6,0.11797359545574858,0.6171875,0.08322165825549027,NA,NA,NA
6,6.5,0.1204247407641653,0.6171875,0.0845212483036367,NA,NA,NA
6,7,0.12262065925669406,0.6171875,0.08564787225596654,NA,NA,NA
6,7.5,0.13326816159972676,0.5813953488372093,0.09044151122356234,NA,NA,NA
6,8,0.1354838638746726,0.5813953488372093,0.09168717629486307,NA,NA,NA
6,8.5,0.13768277247562585,0.5736434108527132,0.0929044156068778,NA,NA,NA
6,9,0.14836471105449378,0.5615384615384615,0.09783175319384287,NA,NA,NA
6,9.5,0.15034655484088497,0.5615384615384615,0.09895850892867278,NA,NA,NA
6,10,0.1520875511809497,0.5615384615384615,0.10000894767367036,NA,NA,NA
6.5,0.5,0.08806884105453311,0.8188976377952756,0.0655043320833764,NA,NA,NA
6.5,1,0.08910626670724756,0.8188976377952756,0.06624818505651504,NA,NA,NA
6.5,1.5,0.09073554709361852,0.8188976377952756,0.06741293848941686,NA,NA,NA
6.5,2,0.0926274427348217,0.7952755905511811,0.06873047885576208,NA,NA,NA
6.5,2.5,0.09457741883047484,0.7874015748031497,0.07019706305092041,NA,NA,NA
6.5,3,0.09638830330468863,0.7559055118110236,0.07167846287754984,NA,NA,NA
6.5,3.5,0.09799243091840525,0.7401574803149606,0.07290928469263078,NA,NA,NA
6.5,4,0.0994556206702492,0.7244094488188977,0.07399292370718867,NA,NA,NA
6.5,4.5,0.10500825143291338,0.671875,0.07684666130884302,NA,NA,NA
6.5,5,0.10728759436355884,0.6640625,0.07807627201077473,NA,NA,NA
6.5,5.5,0.10511709534545595,0.6614173228346457,0.07664000496059743,NA,NA,NA
6.5,6,0.10701522934270856,0.6535433070866141,0.07778301673845693,NA,NA,NA
6.5,6.5,0.10885184199994581,0.6535433070866141,0.07877802690148986,NA,NA,NA
6.5,7,0.11810872173083228,0.625,0.08302822737788161,NA,NA,NA
6.5,7.5,0.12033976510214041,0.6171875,0.08422076236682133,NA,NA,NA
6.5,8,0.12253675298080406,0.6171875,0.08534867581768546,NA,NA,NA
6.5,8.5,0.13341668077929011,0.5736434108527132,0.0902884765480088,NA,NA,NA
6.5,9,0.13564554375065777,0.5736434108527132,0.09155410908296524,NA,NA,NA
6.5,9.5,0.1376089172299532,0.5658914728682171,0.09268029340729812,NA,NA,NA
6.5,10,0.13943157824144697,0.5581395348837209,0.09370737496819469,NA,NA,NA
7,0.5,0.08641539906496999,0.8412698412698413,0.06307688100546388,NA,NA,NA
7,1,0.0874547839545023,0.8412698412698413,0.06377028902771945,NA,NA,NA
7,1.5,0.08891694711930564,0.8333333333333334,0.0647886190248252,NA,NA,NA
7,2,0.09053333164757837,0.8174603174603174,0.06597416359262787,NA,NA,NA
7,2.5,0.09200251937243335,0.8095238095238095,0.06712496728780137,NA,NA,NA
7,3,0.09317883407700042,0.8015873015873016,0.06819032984213828,NA,NA,NA
7,3.5,0.0946845245973117,0.7795275590551181,0.07009890501658798,NA,NA,NA
7,4,0.09616930147101496,0.7795275590551181,0.0714240903813575,NA,NA,NA
7,4.5,0.09748299765729534,0.7480314960629921,0.07246409147090263,NA,NA,NA
7,5,0.09874705824283041,0.7401574803149606,0.07341799562269731,NA,NA,NA
7,5.5,0.10001645860006252,0.7244094488188977,0.07432863201666501,NA,NA,NA
7,6,0.10732122134218552,0.671875,0.07786271990580937,NA,NA,NA
7,6.5,0.1093543395887731,0.65625,0.0790442572233696,NA,NA,NA
7,7,0.10671270179560087,0.6614173228346457,0.07742833009443753,NA,NA,NA
7,7.5,0.108465369529371,0.6535433070866141,0.07834241357248246,NA,NA,NA
7,8,0.1183177251780049,0.625,0.08289063564853767,NA,NA,NA
7,8.5,0.12038037486613215,0.609375,0.0840061720357291,NA,NA,NA
7,9,0.12247515453645429,0.6171875,0.08510147579317308,NA,NA,NA
7,9.5,0.13361155655350443,0.5736434108527132,0.09020042112332537,NA,NA,NA
7,10,0.13566696109557974,0.5736434108527132,0.09137255971704983,NA,NA,NA
7.5,0.5,0.08608514183162572,0.8333333333333334,0.06117299186836591,NA,NA,NA
7.5,1,0.08690613432220792,0.8333333333333334,0.06169540094174732,NA,NA,NA
7.5,1.5,0.0881266454940396,0.8253968253968254,0.06262693332789976,NA,NA,NA
7.5,2,0.0894955946606085,0.8174603174603174,0.06368555696233655,NA,NA,NA
7.5,2.5,0.09077018486044901,0.8174603174603174,0.06482141194380726,NA,NA,NA
7.5,3,0.09177811539952074,0.8095238095238095,0.06585217480211217,NA,NA,NA
7.5,3.5,0.09252071580571962,0.8174603174603174,0.06684544688695208,NA,NA,NA
7.5,4,0.09296487175519161,0.8174603174603174,0.0676459713878237,NA,NA,NA
7.5,4.5,0.09328125298575593,0.8095238095238095,0.06830944193921505,NA,NA,NA
7.5,5,0.09573205299702746,0.7874015748031497,0.07106816901427793,NA,NA,NA
7.5,5.5,0.0968571670016792,0.7559055118110236,0.07191788486266461,NA,NA,NA
7.5,6,0.09808705616012646,0.7480314960629921,0.07288478424163854,NA,NA,NA
7.5,6.5,0.09930687781643381,0.7244094488188977,0.07371817979894084,NA,NA,NA
7.5,7,0.10750368190328811,0.6875,0.07781147417010009,NA,NA,NA
7.5,7.5,0.10934433784340984,0.6640625,0.07887346603399431,NA,NA,NA
7.5,8,0.11126951089829767,0.6640625,0.07992930389362604,NA,NA,NA
7.5,8.5,0.1130372409557768,0.65625,0.08084056052580815,NA,NA,NA
7.5,9,0.11848291146082256,0.6171875,0.08278911493632403,NA,NA,NA
7.5,9.5,0.1205088325429654,0.6015625,0.08390589231825178,NA,NA,NA
7.5,10,0.1224149983302693,0.59375,0.0849189993805013,NA,NA,NA
8,0.5,0.08795080104838758,0.832,0.0626455493933443,NA,NA,NA
8,1,0.08891735520499582,0.832,0.06309669623603889,NA,NA,NA
8,1.5,0.09022735195774002,0.816,0.06369500281979255,NA,NA,NA
8,2,0.09162798646422178,0.808,0.06441236780304488,NA,NA,NA
8,2.5,0.09277155852267975,0.808,0.06502379758144032,NA,NA,NA
8,3,0.09345718756575676,0.8,0.06535326578117018,NA,NA,NA
8,3.5,0.09150829703796409,0.8174603174603174,0.06473024384798548,NA,NA,NA
8,4,0.09180458818194821,0.8095238095238095,0.06552026188472969,NA,NA,NA
8,4.5,0.09197607382875549,0.8174603174603174,0.06631094280835799,NA,NA,NA
8,5,0.09208386926023926,0.8015873015873016,0.06696805368681355,NA,NA,NA
8,5.5,0.09223418950277747,0.8174603174603174,0.0675358341703473,NA,NA,NA
8,6,0.0924562405853469,0.8095238095238095,0.06811261101812999,NA,NA,NA
8,6.5,0.09638693519846664,0.7559055118110236,0.07155103683831011,NA,NA,NA
8,7,0.09757680405219937,0.7559055118110236,0.07244892498104483,NA,NA,NA
8,7.5,0.0988778742279747,0.7401574803149606,0.07329512059018665,NA,NA,NA
8,8,0.10009720801679621,0.7007874015748031,0.07400454218355304,NA,NA,NA
8,8.5,0.10943952521272925,0.671875,0.07876707840469291,NA,NA,NA
8,9,0.1113081602310335,0.65625,0.07976403171826896,NA,NA,NA
8,9.5,0.11304993529433818,0.6484375,0.08064190466547445,NA,NA,NA
8,10,0.11873301149339645,0.6171875,0.0827965219196982,NA,NA,NA
8.5,0.5,0.09089322592184741,0.84,0.06506480041914499,NA,NA,NA
8.5,1,0.09156002761485167,0.832,0.0653907244754246,NA,NA,NA
8.5,1.5,0.09254078834885558,0.824,0.06588312927950449,NA,NA,NA
8.5,2,0.0934871735430468,0.8,0.06626392740655632,NA,NA,NA
8.5,2.5,0.09424680824520498,0.808,0.06661697420522007,NA,NA,NA
8.5,3,0.09462609132666586,0.8,0.06676937188376011,NA,NA,NA
8.5,3.5,0.09456218298104713,0.8,0.06661525752376507,NA,NA,NA
8.5,4,0.09411134466221689,0.792,0.06611699109706104,NA,NA,NA
8.5,4.5,0.09344134448158897,0.8,0.06538988963346737,NA,NA,NA
8.5,5,0.09264975642924815,0.808,0.06462832757645205,NA,NA,NA
8.5,5.5,0.09096728283397601,0.8174603174603174,0.06568164323242764,NA,NA,NA
8.5,6,0.09102690370889277,0.8095238095238095,0.06627953239031824,NA,NA,NA
8.5,6.5,0.0911835358594706,0.8095238095238095,0.06688243490887663,NA,NA,NA
8.5,7,0.0914059822697127,0.8174603174603174,0.06747060387706377,NA,NA,NA
